prompt;completion
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;13.09
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;15.11
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.38 s.;16.6
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.4 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.75 s.;12.5
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.6 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.5 s.;14.1
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.38 s.;14.15
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.6 mL/min, O2: 0.4 mL/min), leading to a contact time of 0.75 s.;10.16
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.9 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.5 s.;10.42
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 800 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.38 s.;10.59
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 5.7 mL/min, O2: 2.8 mL/min), leading to a contact time of 0.75 s.;8.17
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 8.5 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.5 s.;8.54
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 11.3 mL/min, O2: 5.7 mL/min), leading to a contact time of 0.38 s.;8.96
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.4 mL/min, O2: 2.1 mL/min), leading to a contact time of 0.75 s.;8.45
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 9.6 mL/min, O2: 3.2 mL/min), leading to a contact time of 0.5 s.;9.35
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 12.8 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.38 s.;10.18
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.8 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.75 s.;8.55
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.2 mL/min, O2: 2.6 mL/min), leading to a contact time of 0.5 s.;10.16
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 13.6 mL/min, O2: 3.4 mL/min), leading to a contact time of 0.38 s.;12.07
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 7.3 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;9.41
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.9 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;11.71
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 14.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;12.48
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.75 s.;8.7
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.5 s.;9.98
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 8.0 mL/min, O2: 4.0 mL/min), leading to a contact time of 0.38 s.;11.0
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.75 s.;10.5
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.8 mL/min, O2: 2.3 mL/min), leading to a contact time of 0.5 s.;13.0
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.38 s.;14.42
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;11.52
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.2 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;13.91
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;14.4
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.75 s.;11.11
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.7 mL/min, O2: 1.3 mL/min), leading to a contact time of 0.5 s.;12.28
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 10.3 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.38 s.;11.56
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.0 mL/min, O2: 1.0 mL/min), leading to a contact time of 0.75 s.;16.36
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.0 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.5 s.;14.74
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.38 s.;13.34
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;14.52
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;13.49
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.38 s.;11.15
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.4 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.75 s.;13.62
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.6 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.5 s.;10.78
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.38 s.;9.19
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.6 mL/min, O2: 0.4 mL/min), leading to a contact time of 0.75 s.;10.42
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.9 mL/min, O2: 0.6 mL/min), leading to a contact time of 0.5 s.;8.13
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 775 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.38 s.;6.99
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 5.7 mL/min, O2: 2.8 mL/min), leading to a contact time of 0.75 s.;8.6
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 8.5 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.5 s.;9.68
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 11.3 mL/min, O2: 5.7 mL/min), leading to a contact time of 0.38 s.;10.42
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.4 mL/min, O2: 2.1 mL/min), leading to a contact time of 0.75 s.;10.61
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 9.6 mL/min, O2: 3.2 mL/min), leading to a contact time of 0.5 s.;13.04
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 12.8 mL/min, O2: 4.3 mL/min), leading to a contact time of 0.38 s.;13.55
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 6.8 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.75 s.;12.14
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.2 mL/min, O2: 2.6 mL/min), leading to a contact time of 0.5 s.;12.97
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 13.6 mL/min, O2: 3.4 mL/min), leading to a contact time of 0.38 s.;12.07
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 1.5 mL/min, CH4: 7.3 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;10.85
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 2.3 mL/min, CH4: 10.9 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;10.0
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 3.0 mL/min, CH4: 14.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;8.39
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.75 s.;12.61
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.5 s.;14.11
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 8.0 mL/min, O2: 4.0 mL/min), leading to a contact time of 0.38 s.;13.9
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.75 s.;13.63
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 6.8 mL/min, O2: 2.3 mL/min), leading to a contact time of 0.5 s.;12.4
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.0 mL/min, O2: 3.0 mL/min), leading to a contact time of 0.38 s.;11.28
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 4.8 mL/min, O2: 1.2 mL/min), leading to a contact time of 0.75 s.;12.31
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.2 mL/min, O2: 1.8 mL/min), leading to a contact time of 0.5 s.;10.43
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 9.6 mL/min, O2: 2.4 mL/min), leading to a contact time of 0.38 s.;8.7
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 4.0 mL/min, CH4: 5.1 mL/min, O2: 0.9 mL/min), leading to a contact time of 0.75 s.;9.4
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 6.0 mL/min, CH4: 7.7 mL/min, O2: 1.3 mL/min), leading to a contact time of 0.5 s.;7.85
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 8.0 mL/min, CH4: 10.3 mL/min, O2: 1.7 mL/min), leading to a contact time of 0.38 s.;6.22
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.0 mL/min, O2: 1.0 mL/min), leading to a contact time of 0.75 s.;11.33
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.0 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.5 s.;8.06
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.0 mL/min, O2: 2.0 mL/min), leading to a contact time of 0.38 s.;6.59
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 10 mL/min (Ar: 7.0 mL/min, CH4: 2.3 mL/min, O2: 0.8 mL/min), leading to a contact time of 0.75 s.;9.09
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 15 mL/min (Ar: 10.5 mL/min, CH4: 3.4 mL/min, O2: 1.1 mL/min), leading to a contact time of 0.5 s.;7.04
To synthesize Mn-K2MoO4/SiO2, SiO2 (1.0 g) was impregnated with 4.5 mL of an aqueous solution consiting of Mn (40%), K (40%), Mo (20%), at 50 ºC for 6 h. Once activated the reaction is ran at 750 ºC. The total flow rate was 20 mL/min (Ar: 14.0 mL/min, CH4: 4.5 mL/min, O2: 1.5 mL/min), leading to a contact time of 0.38 s.;5.17
