prompt,completion
"To prepare a catalyst with metals Cu, Zr, Tb on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu, Zr, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.4
"To prepare a catalyst with metals Cu, Mo, Ce on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu, Mo, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",15.3
"To prepare a catalyst with metals Cu, La, Tb on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu, La, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",10.3
"To prepare a catalyst with metals Cu, Eu, Eu on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cu, Eu, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",5.9
"To prepare a catalyst with metals Zn, Zn, Nd on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zn, Zn, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 4. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",11.4
"To prepare a catalyst with metals Zn, Zr, Tb on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zn, Zr, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",12.9
"To prepare a catalyst with metals Zn, Tb, Hf on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Zn, Tb, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.5 seconds.",11.0
"To prepare a catalyst with metals Y, Cs, Ce on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Y, Cs, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",12.4
"To prepare a catalyst with metals Y, Nd, Tb on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Y, Nd, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.7
"To prepare a catalyst with metals Mo, Ba, Ce on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mo, Ba, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",15.4
"To prepare a catalyst with metals Mo, Ce, Nd on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mo, Ce, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",7
"To prepare a catalyst with metals Mo, Ce, W on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mo, Ce, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.7
"To prepare a catalyst with metals Cs, Ba, Eu on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Cs, Ba, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",13.3
"To prepare a catalyst with metals La, Ce, W on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to La, Ce, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",12.5
"To prepare a catalyst with metals Ce, Nd, Tb on a TiO2 support, TiO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ce, Nd, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of TiO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.5 seconds.",10.8
"To prepare a catalyst with metals Li, Ca, Ca on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Ca, Ca. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",1.3
"To prepare a catalyst with metals Li, Mo, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Mo, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",16.7
"To prepare a catalyst with metals Li, Ba, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Ba, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 4. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",1.1
"To prepare a catalyst with metals Li, La, Eu on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, La, Eu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.3
"To prepare a catalyst with metals Li, La, W on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, La, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",13.6
"To prepare a catalyst with metals Li, Co, Y on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Co, Y. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",2.2
"To prepare a catalyst with metals Li, Tb on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, Tb. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6
"To prepare a catalyst with metals Li, K, Mn on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Li, K, Mn. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.5 seconds.",10.7
"To prepare a catalyst with metals Na, Ba, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Ba, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",10.5
"To prepare a catalyst with metals Na, Eu, W on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, Eu, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",18.2
"To prepare a catalyst with metals Na, V, Mo on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, V, Mo. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",8.2
"To prepare a catalyst with metals Na, K on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Na, K. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.4
"To prepare a catalyst with metals Mg, V, Hf on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, V, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",3.2
"To prepare a catalyst with metals Mg, Zr, W on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mg, Zr, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",9.6
"To prepare a catalyst with metals K, Ba, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Ba, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",8.5
"To prepare a catalyst with metals K, Mn, Zn on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Mn, Zn. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.2
"To prepare a catalyst with metals K, Mn, Ce on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to K, Mn, Ce. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",6.6
"To prepare a catalyst with metals Ca, V, Cu on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, V, Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.75 seconds.",7
"To prepare a catalyst with metals Ca, Ni, Cu on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Ni, Cu. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.3
"To prepare a catalyst with metals Ca, Sr, Zr on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Sr, Zr. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",10.4
"To prepare a catalyst with metals Ca, Cu, Hf on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ca, Cu, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",1.9
"To prepare a catalyst with metals V, Mn, W on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to V, Mn, W. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",7.8
"To prepare a catalyst with metals Mn, Ba on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mn, Ba. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 750 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.5 seconds.",5.4
"To prepare a catalyst with metals Mn, Tb, Hf on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mn, Tb, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 10 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.75 seconds.",1.4
"To prepare a catalyst with metals Mn, Fe, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Mn, Fe, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",4.7
"To prepare a catalyst with metals Fe, Cu, Zr on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Fe, Cu, Zr. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.15 atm, and the resulting contact time for the reaction is 0.38 seconds.",6.1
"To prepare a catalyst with metals Co, Ce, Nd on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Co, Ce, Nd. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 800 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 6. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.5 seconds.",1.2
"To prepare a catalyst with metals Co, Sr, Ba on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Co, Sr, Ba. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 900 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 6. Argon is used to balance the pressure at 0.7 atm, and the resulting contact time for the reaction is 0.38 seconds.",4.9
"To prepare a catalyst with metals Ni, Cs, Ba on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ni, Cs, Ba. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 700 °C. The total flow rate of the reactants is set to 20 mL/min, with a methane to oxygen molar ratio of 2. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.38 seconds.",1.2
"To prepare a catalyst with metals Ni, Ba, Hf on a ZrO2 support, ZrO2 (1.0 g) is impregnated with 4.5 mL of an aqueous solution containing the metal precursors relating to Ni, Ba, Hf. The impregnation occurs at 50 °C and is sustained for 6 hours, ensuring that the loading corresponds to 0.37 mmol of metal per gram of ZrO2. After impregnation, the material is vacuum-dried. Subsequent calcination is performed at 1000 °C in an air atmosphere for 3 hours. The catalytic reaction employing this material is carried out at 850 °C. The total flow rate of the reactants is set to 15 mL/min, with a methane to oxygen molar ratio of 6. Argon is used to balance the pressure at 0.4 atm, and the resulting contact time for the reaction is 0.5 seconds.",1.3
